id,rerata_kecepatan
381,31.415913
382,26.245083
383,23.40313
384,36.04029
385,32.278027
386,39.95777
387,41.230507
388,32.75174
389,39.205204
390,10.521682
391,38.74846
392,23.902119
393,22.20099
394,39.13003
395,34.712337
396,34.028275
397,34.990414
398,18.771917
399,37.639683
400,42.31625
401,35.533184
402,37.501896
403,31.840616
404,34.194813
405,41.341442
406,35.90932
407,35.715687
408,24.481508
409,44.00301
410,44.77751
411,39.2183
412,34.38092
413,41.050076
414,29.945822
415,37.99554
416,44.80807
417,30.407045
418,27.655884
419,36.30573
420,42.35823
421,33.23284
422,43.514587
423,41.905148
424,38.621956
425,38.107925
426,41.366024
427,32.437145
428,43.582657
429,30.237867
430,36.114353
431,33.62423
432,30.776184
433,20.919102
434,25.528599
435,34.836773
436,37.314472
437,42.645847
438,13.1652565
439,38.562572
440,32.008297
441,44.72726
442,42.686893
443,21.943531
444,36.46944
445,38.710293
446,32.96322
447,28.19131
448,23.584217
449,36.248463
450,36.106174
451,29.453262
452,37.03375
453,41.94013
454,38.52689
455,31.058199
456,30.464218
457,37.40415
458,39.176735
459,45.90118
460,44.338696
461,38.330753
462,34.265316
463,45.99045
464,38.553486
465,39.068935
466,40.133987
467,34.121075
468,43.9509
469,39.827118
470,42.519966
471,32.54853
472,36.168377
473,35.749924
474,36.88809
475,34.415745
476,41.59008
477,46.61038
478,33.958614
479,28.431444
480,30.197905
481,33.96708
482,30.91024
483,28.651226
484,46.80423
485,33.10688
486,33.05537
487,25.184265
488,44.472576
489,32.98865
490,32.891983
491,31.848017
492,41.430553
493,40.681484
494,42.862263
495,33.523796
496,33.372917
497,43.713684
498,29.617113
499,34.866646
500,31.12699
501,35.596554
502,44.52995
503,28.043016
504,36.31994
505,31.65611
506,33.5828
507,35.10084
508,30.555243
509,35.28503
510,34.423832
511,38.053696
512,41.824375
513,44.25403
514,36.65925
515,31.340532
516,19.040947
517,38.100967
518,30.049826
519,37.102604
520,34.729973
521,33.708195
522,41.720367
523,40.85461
524,35.385387
525,31.939445
526,43.563454
527,33.892807
528,32.076992
529,44.97004
530,38.775528
531,40.469273
532,33.95449
533,44.442734
534,37.07712
535,34.476055
536,35.808224
537,14.016676
538,34.948044
539,35.255123
540,23.630707
541,32.927723
542,43.14754
543,38.141335
544,43.056557
545,38.132244
546,31.876913
547,42.15755
548,32.086845
549,35.06568
550,33.322353
551,30.862045
552,33.17616
553,24.706394
554,40.616535
555,36.699253
556,38.08279
557,33.28298
558,41.1254
559,30.269033
560,43.740616
561,47.699512
562,46.308243
563,35.60489
564,27.198666
565,36.632446
566,33.036003
567,44.33418
568,34.459854
569,37.36856
570,31.322311
571,36.744766
572,37.168964
573,36.70301
574,41.163925
575,41.14121
576,38.568264
577,19.186918
578,32.97763
579,38.60788
580,18.982164
581,22.769106
582,42.431313
583,34.509754
584,33.399086
585,43.084496
586,34.796844
587,32.901466
588,43.3716
589,33.21852
590,41.31239
591,39.02859
592,31.7231
593,35.17524
594,36.559135
595,33.942635
596,48.049213
597,38.356316
598,31.33537
599,40.194542
600,35.32107
601,36.375088
602,25.934586
603,31.89289
604,30.057377
605,42.909683
606,33.713333
607,30.217434
608,40.10069
609,41.524815
610,42.3334
611,43.152393
612,38.114902
613,43.538258
614,29.915188
615,36.888504
616,38.846996
617,43.82669
618,35.640385
619,38.657066
620,42.248028
621,36.600292
622,30.866886
623,33.181377
624,21.28079
625,30.761055
626,41.986805
627,35.15899
628,26.32079
629,30.265469
630,32.41256
631,32.49658
632,32.319134
633,29.373554
634,34.148537
635,37.222164
636,37.435074
637,34.884125
638,17.95854
639,36.126896
640,37.60454
641,39.621326
642,36.942066
643,42.89582
644,29.923124
645,34.22459
646,33.54308
647,36.07705
648,33.91274
649,21.274706
650,41.368935
651,31.50129
652,35.065643
653,36.57128
654,43.25862
655,31.555506
656,33.01162
657,38.94068
658,36.83418
659,42.190647
660,34.095963
661,27.699734
662,32.983818
663,35.003803
664,37.50565
665,37.605347
666,31.880714
667,27.3936
668,33.968815
669,37.582615
670,32.826397
671,32.397938
672,47.569717
673,32.083267
674,41.33015
675,34.419743
676,35.13237
677,42.95839
678,32.162533
679,43.688694
680,40.325684
681,35.419838
682,39.658127
683,34.011692
684,45.96045
685,34.01625
686,26.673466
687,32.37304
688,30.03211
689,43.24472
690,43.125053
691,37.651672
692,25.44604
693,25.875893
694,39.96622
695,46.292137
696,35.16724
697,35.321205
698,34.920765
699,41.550415
700,43.824818
701,32.633545
702,36.492428
703,26.692238
704,28.33631
705,33.018234
706,42.85531
707,34.734627
708,32.289284
709,26.478952
710,31.99744
711,32.732285
712,32.8066
713,28.925724
714,28.056643
715,29.661732
716,32.279728
717,39.11619
718,36.484333
719,42.271606
720,39.85732
721,41.737232
722,32.2038
723,38.754295
724,34.581432
725,32.207497
726,34.96327
727,45.881367
728,35.207676
729,39.08877
730,35.90804
731,36.6778
732,38.817204
733,35.928085
734,33.908382
735,31.761444
736,44.36157
737,44.729046
738,27.01349
739,43.71681
740,39.251217
741,37.76575
742,22.592817
743,30.225266
744,35.123383
745,33.111217
746,37.102257
747,30.2573
748,42.570976
749,36.889427
750,47.079056
751,35.946358
752,26.231855
753,35.795223
754,33.407818
755,30.70435
756,28.918451
757,34.72001
758,21.305403
759,29.650618
760,35.49496
761,43.923992
762,31.933195
763,33.14651
764,32.58612
765,43.244236
766,34.818558
767,25.080172
768,38.619343
769,32.617508
770,40.064644
771,29.464443
772,34.28755
773,38.461163
774,36.813866
775,30.636543
776,24.537918
777,35.69296
778,44.569313
779,35.955154
780,41.782753
781,30.372921
782,43.02699
783,28.534275
784,34.042587
785,27.764334
786,35.92346
787,32.22339
788,35.69123
789,47.512157
790,40.64238
791,34.080395
792,37.171852
793,31.82463
794,32.59069
795,36.926506
796,37.289513
797,44.80432
798,43.146103
799,34.645443
800,37.988132
801,33.732597
802,19.385015
803,39.812283
804,40.914593
805,35.061165
806,39.138397
807,39.321583
808,35.86705
809,40.71082
810,35.734444
811,30.467304
812,40.29678
813,34.70183
814,47.598347
815,25.21851
816,28.080292
817,38.893707
818,39.931877
819,41.680786
820,27.126574
821,27.724007
822,36.191315
823,38.29205
824,27.137548
825,33.710476
826,41.60852
827,43.34205
828,36.454533
829,33.23624
830,37.465485
831,39.587303
832,38.07478
833,26.67102
834,36.232327
835,33.48706
836,38.63067
837,41.53121
838,35.315514
839,22.546757
840,48.933853
841,42.379616
842,38.360046
843,28.017841
844,33.353703
845,26.254717
846,43.988728
847,31.445303
848,42.282494
849,43.993584
850,34.319763
851,29.938335
852,47.226562
853,37.63047
854,14.029918
855,32.310894
856,20.828083
857,39.69849
858,41.39208
859,32.040462
860,38.550274
861,30.508987
862,41.48526
863,35.306026
864,46.100468
865,21.598385
866,22.2291
867,32.56266
868,30.994043
869,36.66836
870,35.928707
871,43.729145
872,38.37949
873,31.075935
874,36.44064
875,38.121574
876,37.73697
877,33.863968
878,41.691597
879,38.751106
880,37.965363
881,44.91287
882,43.86004
883,34.550003
884,37.403347
885,38.152416
886,30.046858
887,36.57979
888,42.58302
889,40.08945
890,29.726252
891,40.020546
892,33.478313
893,24.530466
894,36.23184
895,43.81833
896,30.923065
897,42.86693
898,25.97856
899,34.54152
900,30.360735
901,35.69588
902,31.029602
903,41.580296
904,32.58237
905,44.13383
906,38.25342
907,40.61936
908,34.334026
909,29.939257
910,36.139896
911,43.34952
912,22.899874
913,33.00349
914,42.231625
915,37.28608
916,40.784622
917,38.628307
918,38.365402
919,33.983658
920,40.080555
921,33.79792
922,34.446964
923,43.999195
924,42.83543
925,35.855118
926,23.669968
927,46.738724
928,29.93166
929,32.20925
930,19.067982
931,22.586231
932,42.10455
933,45.53656
934,36.328827
935,41.834007
936,43.417847
937,35.32206
938,37.10674
939,32.12429
940,29.282398
941,40.265507
942,49.02409
943,14.990252
944,37.282253
945,39.59996
946,29.325453
947,38.824413
948,30.054152
949,38.07962
950,28.295023
951,39.33242
952,46.294384
953,38.561623
954,37.880177
955,35.607838
956,37.31662
957,32.013264
958,35.60954
959,33.620594
960,33.156044
961,25.0769
962,35.6578
963,33.312767
964,30.711798
965,13.460915
966,26.732374
967,28.673336
968,47.29644
969,33.894623
970,45.332413
971,46.338192
972,47.522358
973,45.96035
974,44.67415
975,44.309025
976,34.81609
977,43.41056
978,39.56611
979,42.337322
980,28.524565
981,42.55524
982,38.13154
983,36.899776
984,11.18675
985,37.683083
986,37.69399
987,37.235237
988,41.951904
989,33.499596
990,33.484837
991,37.45078
992,46.33338
993,42.575333
994,47.201225
995,33.698303
996,24.125519
997,36.514187
998,46.06595
999,44.287846
1000,37.324875
1001,45.447247
1002,32.361477
1003,41.109936
1004,40.638863
1005,35.66633
1006,35.76613
1007,44.658386
1008,33.7837
1009,46.847496
1010,34.386585
1011,37.053017
1012,47.578873
1013,31.456047
1014,35.569653
1015,35.8637
1016,21.963512
1017,31.713278
1018,43.90771
1019,34.1495
1020,33.283333
1021,40.595604
1022,24.376326
1023,35.654022
1024,45.098892
1025,34.455544
1026,40.548378
1027,34.23166
1028,33.963486
1029,37.394493
1030,33.763523
1031,15.160291
1032,33.8205
1033,47.46831
1034,39.623455
1035,37.699615
1036,24.783175
1037,45.460163
1038,38.775112
1039,45.838634
1040,31.753134
1041,34.41803
1042,45.541916
1043,34.595116
1044,40.21417
1045,28.615116
1046,40.913803
1047,33.619453
1048,32.082912
1049,37.082573
1050,36.58282
1051,30.97743
1052,34.68137
1053,28.511625
1054,37.78707
1055,30.912733
1056,33.834698
1057,41.777645
1058,45.733814
1059,17.179497
1060,46.28126
1061,27.600115
1062,40.391155
1063,37.952938
1064,40.233974
1065,38.295834
1066,29.58568
1067,35.564213
1068,34.11876
1069,33.79408
1070,42.241367
1071,37.422455
1072,35.895992
1073,34.526085
1074,31.020687
1075,23.198437
1076,36.235386
1077,45.094753
1078,37.589626
1079,38.129387
1080,44.046516
1081,34.698833
1082,38.03352
1083,45.38031
1084,36.71602
1085,32.857613
1086,36.662186
1087,36.758224
1088,36.486294
1089,35.43242
1090,41.697693
1091,42.271923
1092,39.332375
1093,26.589151
1094,44.56398
1095,38.172028
1096,29.039734
1097,31.024662
1098,40.229637
1099,40.332104
1100,44.966064
1101,24.830584
1102,40.79557
1103,44.843266
1104,44.673637
1105,29.666697
1106,43.00428
1107,39.31517
1108,36.88395
1109,39.500565
1110,47.687653
1111,35.754555
1112,45.443596
1113,26.149136
1114,32.975143
1115,37.80651
1116,34.21996
1117,44.29501
1118,31.890478
1119,47.822113
1120,29.904308
1121,31.129974
1122,17.598007
1123,30.473434
1124,43.326103
1125,43.653522
1126,31.49006
1127,41.832508
1128,28.714909
1129,29.609158
1130,46.962845
1131,41.340942
1132,35.2238
1133,35.23953
1134,36.18478
1135,25.98607
1136,43.923973
1137,30.283346
1138,28.56607
1139,47.527817
1140,14.3422985
1141,35.166466
1142,34.83902
1143,35.617867
1144,43.683697
1145,30.367964
1146,41.00473
1147,36.47534
1148,36.490154
1149,36.383537
1150,40.322254
1151,32.797535
1152,39.18607
1153,46.845085
1154,28.562849
1155,32.943718
1156,30.980171
1157,35.012512
1158,38.16926
1159,42.09779
1160,46.632584
1161,47.31427
1162,47.26696
1163,42.374012
1164,39.66395
1165,42.76795
1166,44.907
1167,38.04037
1168,38.526657
1169,36.72399
1170,50.598076
1171,30.24767
1172,37.812828
1173,35.025654
1174,36.75869
1175,37.57933
1176,34.561237
1177,33.45956
1178,34.81402
1179,43.28329
1180,37.162212
1181,34.959972
1182,30.921316
1183,38.685635
1184,38.162247
1185,43.183544
1186,31.552547
1187,34.183655
1188,44.437508
1189,33.12246
1190,34.77335
1191,25.43402
1192,35.16174
1193,44.90377
1194,31.671318
1195,36.900223
1196,45.83559
1197,37.769485
1198,26.050573
1199,31.97522
1200,27.66355
1201,36.48797
1202,36.07857
1203,38.092834
1204,33.308857
1205,37.361755
1206,41.141556
1207,39.10375
1208,39.991154
1209,37.762955
1210,32.29819
1211,22.683933
1212,39.442795
1213,48.362072
1214,18.698137
1215,46.91056
1216,26.333017
1217,37.29766
1218,19.240347
1219,33.728577
1220,39.367077
1221,41.270344
1222,39.054348
1223,36.76759
1224,44.79351
1225,34.84525
1226,31.323202
1227,41.74131
1228,43.936596
1229,39.932243
1230,38.13923
1231,24.485142
1232,33.77655
1233,36.053757
1234,17.537703
1235,33.67951
1236,44.83051
1237,43.15835
1238,23.737282
1239,36.356636
1240,37.788853
1241,32.68376
1242,43.367195
1243,29.511703
1244,43.73565
1245,35.129475
1246,42.872818
1247,36.87231
1248,36.283405
1249,21.61136
1250,33.49901
1251,45.72557
1252,25.315758
1253,30.66204
1254,42.29965
1255,42.18392
1256,30.956194
1257,36.850594
1258,32.224346
1259,36.379616
1260,44.880898
1261,44.582035
1262,34.440434
1263,30.346655
1264,27.292242
1265,43.608982
1266,43.463444
1267,34.553833
1268,33.622356
1269,39.09384
1270,30.696318
1271,30.290258
1272,37.218353
1273,34.02746
1274,32.70989
1275,40.550762
1276,40.091145
1277,33.030136
1278,35.36993
1279,29.36311
1280,32.425037
1281,28.170378
1282,37.65189
1283,32.16644
1284,39.08087
1285,26.531631
1286,43.747833
1287,25.46981
1288,37.13669
1289,44.416634
1290,42.948288
1291,47.945297
1292,47.66058
1293,37.25372
1294,42.48676
1295,28.082708
1296,38.615265
1297,34.90953
1298,26.447268
1299,25.016106
1300,26.926931
1301,46.44757
1302,37.789024
1303,31.096676
1304,36.398773
1305,45.359802
1306,40.405426
1307,33.358448
1308,41.482655
1309,34.371613
1310,39.378468
1311,34.502075
1312,39.656902
1313,38.051605
1314,44.26442
1315,42.05307
1316,35.250427
1317,33.1977
1318,34.58859
1319,34.871235
1320,40.038387
1321,44.464924
1322,33.465458
1323,43.425053
1324,44.400352
1325,35.847126
1326,42.34504
1327,34.433174
1328,37.56931
1329,33.02476
1330,13.893488
1331,39.195732
1332,45.35299
1333,44.471066
1334,44.470963
1335,43.432125
1336,47.042274
1337,43.997704
1338,36.106052
1339,37.13457
1340,41.114246
1341,32.924328
1342,44.279427
1343,44.63408
1344,38.20492
1345,36.645245
1346,40.316162
1347,40.52735
1348,44.51629
1349,44.972378
1350,42.24788
1351,38.561825
1352,37.31799
1353,31.514067
1354,27.632841
1355,29.524889
1356,35.955376
1357,34.426796
1358,27.596495
1359,45.851902
1360,37.109306
1361,47.55283
1362,39.063446
1363,17.174124
1364,35.442726
1365,45.195095
1366,38.737392
1367,48.57482
1368,29.934156
1369,40.78264
1370,40.15384
1371,45.21578
1372,48.3137
1373,37.57001
1374,34.762463
1375,30.783937
1376,36.16043
1377,45.73283
1378,33.683296
1379,41.27426
1380,35.07287
1381,46.1338
1382,37.703056
1383,36.18814
1384,43.842484
1385,43.951096
1386,43.841915
1387,48.05413
1388,30.379644
1389,42.83574
1390,34.37856
1391,46.650265
1392,26.725851
1393,34.737873
1394,18.435009
1395,31.409744
1396,31.645267
1397,34.907516
1398,35.79809
1399,47.485126
1400,38.042297
1401,44.96598
1402,35.272285
1403,25.682398
1404,46.315777
1405,33.39205
1406,37.23851
1407,35.139717
1408,37.922085
1409,34.909115
1410,41.608803
1411,27.764948
1412,37.3339
1413,49.65205
1414,30.723316
1415,33.118366
1416,38.61974
1417,48.031773
1418,36.226048
1419,34.63807
1420,36.80096
1421,32.458492
1422,31.542543
1423,44.03962
1424,36.022377
1425,37.24865
1426,42.23294
1427,46.34389
1428,43.816875
1429,37.43261
1430,36.756786
1431,46.313488
1432,47.564926
1433,42.57908
1434,27.723837
1435,40.04732
1436,37.108475
1437,44.32007
1438,37.325382
1439,37.32835
1440,31.968857
1441,33.85091
1442,36.6621
1443,33.928528
1444,48.261406
1445,36.208828
1446,31.48613
1447,39.088123
1448,41.025402
1449,36.540375
1450,43.333065
1451,46.580418
1452,36.32027
1453,29.917938
1454,39.534454
1455,32.279163
1456,35.921753
1457,44.79809
1458,46.03895
1459,30.416822
1460,43.878284
1461,45.133457
1462,42.477528
1463,47.247322
1464,42.977493
1465,47.436775
1466,42.009666
1467,36.06522
1468,33.80348
1469,27.01476
1470,35.021534
1471,37.053158
1472,36.89724
1473,34.56482
1474,33.67311
1475,27.272398
1476,48.59598
1477,47.45391
1478,34.413654
1479,41.51262
1480,36.34655
1481,28.960617
1482,46.16711
1483,45.93142
1484,30.698565
1485,40.63063
1486,21.253439
1487,43.593346
1488,27.14717
1489,42.360287
1490,29.521376
1491,41.26285
1492,42.467102
1493,36.542458
1494,42.49563
1495,41.97056
1496,41.9159
1497,33.4386
1498,26.316715
1499,40.373302
1500,31.674564
1501,38.84388
1502,36.63279
1503,43.495113
1504,41.253323
1505,50.68907
1506,37.259354
1507,22.264082
1508,48.260765
1509,25.832478
1510,33.032307
1511,44.81291
1512,35.832573
1513,41.539635
1514,32.96251
1515,42.35424
1516,34.855556
1517,43.638176
1518,39.15632
1519,37.174507
1520,32.984695
1521,42.079903
1522,32.96366
1523,36.28661
1524,35.644264
1525,36.09589
1526,38.046158
1527,45.42402
1528,26.717176
1529,38.648098
1530,44.427567
1531,32.052654
1532,43.592815
1533,23.294281
1534,44.262077
1535,31.602999
1536,44.92729
1537,36.40051
1538,47.396385
1539,33.522694
1540,46.46532
1541,38.427673
1542,43.82078
1543,46.502457
1544,45.22629
1545,46.19571
1546,37.008293
1547,37.08751
1548,32.328007
1549,37.63412
1550,39.314816
1551,44.843685
1552,44.658024
1553,45.523422
1554,35.166416
1555,43.426777
1556,35.85444
1557,46.234592
1558,41.056717
1559,43.87926
1560,45.974346
1561,37.401367
1562,36.6199
1563,30.874147
1564,35.357407
1565,42.722084
1566,37.774616
1567,35.828487
1568,31.61196
1569,36.730263
1570,37.1055
1571,37.11525
1572,36.964813
1573,40.003838
1574,33.478626
1575,42.374012
1576,30.780596
1577,37.482285
1578,39.36408
1579,36.094276
1580,40.780014
1581,33.302315
1582,40.276516
1583,33.398743
1584,31.10776
1585,38.840485
1586,34.876995
1587,35.535072
1588,32.983982
1589,31.459686
1590,34.68317
1591,39.91017
1592,36.932453
1593,39.84458
1594,35.106003
1595,33.488968
1596,36.162956
1597,40.242115
1598,34.668045
1599,34.00616
1600,46.015038
1601,32.75194
1602,37.992058
1603,38.159092
1604,40.702717
1605,37.24138
1606,35.742233
1607,45.790375
1608,36.034306
1609,36.70393
1610,33.95754
1611,30.670876
1612,46.43353
1613,32.65865
1614,45.34616
1615,34.22452
1616,34.869736
1617,30.39804
1618,44.250557
1619,36.745693
1620,43.284443
1621,38.579243
1622,29.568167
1623,32.742744
1624,36.51944
1625,32.822075
1626,33.058594
1627,30.399738
1628,32.802593
1629,41.4646
1630,37.82015
1631,24.485006
1632,39.087357
1633,47.15914
1634,43.017647
1635,33.298843
1636,39.337772
1637,38.96553
1638,36.748962
1639,30.609884
1640,26.322659
1641,35.160366
1642,32.60583
1643,35.812714
1644,33.921688
1645,31.856369
1646,46.839954
1647,46.536076
1648,34.561718
1649,25.950172
1650,40.710308
1651,34.741516
1652,37.81158
1653,37.767513
1654,28.193457
1655,32.106316
1656,38.609627
1657,36.22983
1658,27.395866
1659,37.715755
1660,34.73428
1661,33.70195
1662,31.753138
1663,38.833115
1664,35.49917
1665,46.416245
1666,35.846222
1667,36.422935
1668,45.67978
1669,36.350315
1670,48.046112
1671,34.537743
1672,35.210186
1673,48.9173
1674,43.709045
1675,29.361607
1676,45.23786
1677,38.446922
1678,35.097404
1679,41.721962
1680,46.585243
1681,44.26096
1682,44.39543
1683,46.890182
1684,43.863476
1685,34.669567
1686,47.52142
1687,42.43313
1688,33.326828
1689,38.171764
1690,44.6718
1691,39.917423
1692,37.751156
1693,32.162067
1694,44.17647
1695,45.355927
1696,37.125065
1697,47.715046
1698,37.591003
1699,24.746801
1700,35.187634
1701,31.858093
1702,37.7033
1703,38.264378
1704,25.602718
1705,33.422073
1706,43.159054
1707,37.26695
1708,34.79807
1709,33.730423
1710,43.63347
1711,38.78809
1712,45.154804
1713,46.683388
1714,46.260937
1715,37.482708
1716,34.47154
1717,29.824928
1718,37.765316
1719,38.12306
1720,43.95809
1721,29.424257
1722,34.430374
1723,36.292114
1724,46.513332
1725,37.22576
1726,30.79069
1727,31.140108
1728,43.73376
1729,39.14516
1730,35.98814
1731,38.792072
1732,36.838566
1733,27.122137
1734,33.11918
1735,29.16371
1736,32.689617
1737,38.67453
1738,36.327618
1739,44.041164
1740,32.22526
1741,39.787033
1742,30.135511
1743,41.30384
1744,36.146465
1745,19.229584
1746,42.63976
1747,37.55773
1748,44.717934
1749,43.475765
1750,40.00206
1751,37.03962
1752,44.575867
1753,43.64605
1754,43.879368
1755,42.148327
1756,35.855305
1757,15.461819
1758,33.831593
1759,40.869938
1760,35.62856
1761,41.844296
1762,36.52806
1763,34.25274
1764,35.119915
1765,44.18756
1766,35.100475
1767,34.34514
1768,34.006836
1769,34.535698
1770,41.051517
1771,43.23998
1772,36.70354
1773,43.368427
1774,43.682117
1775,44.55674
1776,35.76366
1777,48.42366
1778,41.16157
1779,46.9177
1780,33.21023
1781,25.25961
1782,46.97555
1783,25.247349
1784,37.67785
1785,40.271545
1786,40.527847
1787,36.49678
1788,34.437756
1789,48.439552
1790,21.891218
1791,36.306423
1792,24.237686
1793,25.298407
1794,30.356802
1795,36.402775
1796,38.47967
1797,33.7452
1798,30.77682
1799,44.74041
1800,43.776855
1801,44.06009
1802,35.781216
1803,47.42314
1804,39.28182
1805,36.653656
1806,38.983025
1807,35.48255
1808,37.045616
1809,36.200684
1810,36.13167
1811,17.424248
1812,43.1675
1813,33.685734
1814,44.29976
1815,33.01898
1816,41.200397
1817,43.00051
1818,18.207312
1819,45.3397
1820,40.925354
1821,37.003662
1822,46.9556
1823,39.43445
1824,32.364265
1825,28.38524
1826,41.42098
1827,30.986153
1828,45.364464
1829,44.60688
1830,43.95194
1831,36.95394
1832,32.562134
1833,38.069736
1834,48.615788
1835,42.64265
1836,36.121723
1837,34.510044
1838,24.453203
1839,33.412212
1840,27.74266
1841,41.60407
1842,45.976063
1843,46.324234
1844,31.552929
1845,45.79131
1846,31.559608
1847,32.56756
1848,35.262066
1849,46.12793
1850,37.089577
1851,39.588432
1852,32.55858
1853,33.435074
1854,44.079952
1855,30.8789
1856,30.28899
1857,41.928783
1858,42.509308
1859,47.699867
1860,28.84586
1861,36.953163
1862,43.08055
1863,38.342907
1864,36.747063
1865,42.85033
1866,37.609955
1867,32.855133
1868,32.90954
1869,32.80039
1870,22.779028
